YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,ALLSKY_KT
2010,7,4,14,283.14,15.28,0.53
2010,7,4,15,155.98,14.78,0.46
2010,7,4,16,40.8,13.2,0.38
2010,7,4,17,0.0,11.26,-999.0
2010,7,4,18,0.0,9.98,-999.0
2010,7,4,19,0.0,8.94,-999.0
2010,7,4,20,0.0,8.4,-999.0
2010,7,4,21,0.0,7.98,-999.0
2010,7,4,22,0.0,7.58,-999.0
2010,7,4,23,0.0,7.62,-999.0
2010,7,5,0,0.0,8.24,-999.0
2010,7,5,1,0.0,8.9,-999.0
2010,7,5,2,0.0,9.11,-999.0
2010,7,5,3,0.0,8.88,-999.0
2010,7,5,4,0.0,8.7,-999.0
2010,7,5,5,0.0,8.58,-999.0
2010,7,5,6,0.0,8.5,-999.0
2010,7,5,7,36.3,8.51,0.3
2010,7,5,8,135.61,8.85,0.38
2010,7,5,9,257.52,9.3,0.48
2010,7,5,10,305.81,9.9,0.45
2010,7,5,11,347.85,10.5,0.47
2010,7,5,12,367.41,10.84,0.5
2010,7,5,13,337.29,11.06,0.51
2010,7,5,14,237.46,11.19,0.45
2010,7,5,15,116.14,11.19,0.34
2010,7,5,16,29.59,10.83,0.27
2010,7,5,17,0.0,10.8,-999.0
2010,7,5,18,0.0,10.65,-999.0
2010,7,5,19,0.0,10.3,-999.0
2010,7,5,20,0.0,10.14,-999.0
2010,7,5,21,0.0,9.58,-999.0
2010,7,5,22,0.0,9.04,-999.0
2010,7,5,23,0.0,9.21,-999.0
2010,7,6,0,0.0,9.13,-999.0
2010,7,6,1,0.0,9.02,-999.0
2010,7,6,2,0.0,9.29,-999.0
2010,7,6,3,0.0,9.46,-999.0
2010,7,6,4,0.0,9.3,-999.0
2010,7,6,5,0.0,9.14,-999.0
2010,7,6,6,0.0,9.08,-999.0
2010,7,6,7,14.57,9.18,0.12
2010,7,6,8,107.85,9.58,0.3
2010,7,6,9,162.42,10.26,0.3
2010,7,6,10,246.24,11.16,0.37
2010,7,6,11,212.06,12.19,0.29
2010,7,6,12,311.44,13.65,0.42
2010,7,6,13,332.91,15.1,0.5
2010,7,6,14,286.34,15.5,0.54
2010,7,6,15,166.97,14.99,0.48
2010,7,6,16,39.08,13.32,0.34
2010,7,6,17,0.0,11.31,-999.0
2010,7,6,18,0.0,9.97,-999.0
2010,7,6,19,0.0,9.6,-999.0
2010,7,6,20,0.0,9.54,-999.0
2010,7,6,21,0.0,9.37,-999.0
2010,7,6,22,0.0,9.02,-999.0
2010,7,6,23,0.0,8.86,-999.0
2010,7,7,0,0.0,8.88,-999.0
2010,7,7,1,0.0,9.12,-999.0
2010,7,7,2,0.0,9.24,-999.0
2010,7,7,3,0.0,9.28,-999.0
2010,7,7,4,0.0,9.38,-999.0
2010,7,7,5,0.0,9.48,-999.0
2010,7,7,6,0.0,9.49,-999.0
2010,7,7,7,25.7,9.65,0.21
2010,7,7,8,69.33,10.11,0.2
2010,7,7,9,132.56,10.55,0.24
2010,7,7,10,221.61,10.86,0.33
2010,7,7,11,255.62,11.12,0.34
2010,7,7,12,275.88,11.89,0.38
2010,7,7,13,175.88,12.52,0.27
2010,7,7,14,140.46,12.94,0.27
2010,7,7,15,64.77,12.94,0.19
2010,7,7,16,24.91,12.08,0.22
2010,7,7,17,0.0,11.19,-999.0
2010,7,7,18,0.0,10.99,-999.0
2010,7,7,19,0.0,10.91,-999.0
2010,7,7,20,0.0,10.77,-999.0
2010,7,7,21,0.0,10.74,-999.0
2010,7,7,22,0.0,10.57,-999.0
2010,7,7,23,0.0,10.36,-999.0
2010,7,8,0,0.0,10.12,-999.0
2010,7,8,1,0.0,9.8,-999.0
2010,7,8,2,0.0,9.55,-999.0
2010,7,8,3,0.0,9.39,-999.0
2010,7,8,4,0.0,9.34,-999.0
2010,7,8,5,0.0,9.39,-999.0
2010,7,8,6,0.0,9.44,-999.0
2010,7,8,7,27.09,9.74,0.22
2010,7,8,8,106.37,10.51,0.3
2010,7,8,9,181.42,11.58,0.34
2010,7,8,10,233.35,12.74,0.34
2010,7,8,11,252.83,13.76,0.34
2010,7,8,12,266.37,14.44,0.36
2010,7,8,13,263.48,14.59,0.39
2010,7,8,14,192.41,14.12,0.36
2010,7,8,15,111.73,13.49,0.32
2010,7,8,16,35.91,12.09,0.3
2010,7,8,17,0.0,10.65,-999.0
2010,7,8,18,0.0,9.99,-999.0
2010,7,8,19,0.0,9.55,-999.0
2010,7,8,20,0.0,9.21,-999.0
2010,7,8,21,0.0,8.89,-999.0
2010,7,8,22,0.0,8.73,-999.0
2010,7,8,23,0.0,8.62,-999.0
2010,7,9,0,0.0,8.4,-999.0
2010,7,9,1,0.0,8.15,-999.0
2010,7,9,2,0.0,7.93,-999.0
2010,7,9,3,0.0,7.76,-999.0
2010,7,9,4,0.0,7.67,-999.0
2010,7,9,5,0.0,7.69,-999.0
2010,7,9,6,0.0,7.78,-999.0
2010,7,9,7,22.26,7.87,0.18
2010,7,9,8,106.71,8.35,0.3
2010,7,9,9,192.8,9.45,0.35
2010,7,9,10,294.88,11.17,0.44
2010,7,9,11,243.01,13.06,0.33
2010,7,9,12,263.72,14.3,0.35
2010,7,9,13,297.93,14.89,0.44
2010,7,9,14,193.3,14.9,0.36
2010,7,9,15,106.74,14.37,0.3
2010,7,9,16,39.8,12.87,0.34
2010,7,9,17,0.0,10.98,-999.0
2010,7,9,18,0.0,10.07,-999.0
2010,7,9,19,0.0,9.6,-999.0
2010,7,9,20,0.0,9.19,-999.0
2010,7,9,21,0.0,8.73,-999.0
2010,7,9,22,0.0,8.44,-999.0
2010,7,9,23,0.0,8.75,-999.0
2010,7,10,0,0.0,9.16,-999.0
2010,7,10,1,0.0,9.14,-999.0
2010,7,10,2,0.0,9.07,-999.0
2010,7,10,3,0.0,9.85,-999.0
2010,7,10,4,0.0,10.23,-999.0
2010,7,10,5,0.0,10.03,-999.0
2010,7,10,6,0.0,9.85,-999.0
2010,7,10,7,53.05,9.68,0.42
2010,7,10,8,171.41,10.3,0.48
2010,7,10,9,319.97,11.7,0.59
2010,7,10,10,413.3,12.65,0.61
2010,7,10,11,484.74,14.3,0.65
2010,7,10,12,427.52,15.83,0.57
2010,7,10,13,351.27,16.33,0.52
2010,7,10,14,291.38,16.13,0.54
2010,7,10,15,141.66,15.65,0.4
2010,7,10,16,44.09,14.2,0.36
2010,7,10,17,0.0,12.08,-999.0
2010,7,10,18,0.0,10.82,-999.0
2010,7,10,19,0.0,10.28,-999.0
2010,7,10,20,0.0,10.19,-999.0
2010,7,10,21,0.0,10.34,-999.0
2010,7,10,22,0.0,10.48,-999.0
2010,7,10,23,0.0,9.94,-999.0
2010,7,11,0,0.0,9.23,-999.0
2010,7,11,1,0.0,8.42,-999.0
2010,7,11,2,0.0,7.04,-999.0
2010,7,11,3,0.0,7.27,-999.0
2010,7,11,4,0.0,8.03,-999.0
2010,7,11,5,0.0,8.58,-999.0
2010,7,11,6,0.0,8.82,-999.0
2010,7,11,7,30.75,9.9,0.24
2010,7,11,8,97.43,11.97,0.27
2010,7,11,9,160.93,13.84,0.3
2010,7,11,10,219.34,15.22,0.32
2010,7,11,11,205.11,16.35,0.27
2010,7,11,12,199.72,17.27,0.27
2010,7,11,13,191.37,17.64,0.28
2010,7,11,14,124.15,17.37,0.23
2010,7,11,15,103.45,16.69,0.29
2010,7,11,16,29.77,15.32,0.24
2010,7,11,17,0.0,13.97,-999.0
2010,7,11,18,0.0,13.16,-999.0
2010,7,11,19,0.0,12.77,-999.0
2010,7,11,20,0.0,12.5,-999.0
2010,7,11,21,0.0,12.34,-999.0
2010,7,11,22,0.0,12.21,-999.0
2010,7,11,23,0.0,12.05,-999.0
2010,7,12,0,0.0,11.64,-999.0
2010,7,12,1,0.0,11.05,-999.0
2010,7,12,2,0.0,10.66,-999.0
2010,7,12,3,0.0,10.44,-999.0
2010,7,12,4,0.0,10.23,-999.0
2010,7,12,5,0.0,9.95,-999.0
2010,7,12,6,0.0,9.8,-999.0
2010,7,12,7,27.14,10.12,0.21
2010,7,12,8,70.37,11.1,0.2
2010,7,12,9,116.84,12.0,0.21
2010,7,12,10,153.96,13.12,0.23
2010,7,12,11,169.54,14.62,0.23
2010,7,12,12,196.09,16.01,0.26
2010,7,12,13,157.24,16.82,0.23
2010,7,12,14,125.93,17.06,0.23
2010,7,12,15,108.41,16.63,0.3
2010,7,12,16,26.25,15.26,0.21
2010,7,12,17,0.0,13.44,-999.0
2010,7,12,18,0.0,12.37,-999.0
2010,7,12,19,0.0,11.54,-999.0
2010,7,12,20,0.0,10.79,-999.0
2010,7,12,21,0.0,10.22,-999.0
2010,7,12,22,0.0,10.0,-999.0
2010,7,12,23,0.0,9.76,-999.0
2010,7,13,0,0.0,9.45,-999.0
2010,7,13,1,0.0,9.42,-999.0
2010,7,13,2,0.0,9.45,-999.0
2010,7,13,3,0.0,9.52,-999.0
2010,7,13,4,0.0,9.52,-999.0
2010,7,13,5,0.0,9.12,-999.0
2010,7,13,6,0.0,8.86,-999.0
2010,7,13,7,29.21,9.58,0.23
2010,7,13,8,108.4,11.52,0.3
2010,7,13,9,208.05,12.85,0.38
2010,7,13,10,269.73,14.52,0.39
2010,7,13,11,335.75,16.26,0.45
2010,7,13,12,298.93,17.55,0.4
2010,7,13,13,240.99,17.76,0.35
2010,7,13,14,136.95,17.4,0.25
2010,7,13,15,70.55,16.7,0.2
2010,7,13,16,23.41,15.9,0.18
2010,7,13,17,0.0,15.4,-999.0
2010,7,13,18,0.0,15.35,-999.0
2010,7,13,19,0.0,15.37,-999.0
2010,7,13,20,0.0,14.94,-999.0
2010,7,13,21,0.0,15.06,-999.0
2010,7,13,22,0.0,15.12,-999.0
2010,7,13,23,0.0,14.66,-999.0
2010,7,14,0,0.0,14.21,-999.0
2010,7,14,1,0.0,14.01,-999.0
2010,7,14,2,0.0,14.09,-999.0
2010,7,14,3,0.0,14.27,-999.0
2010,7,14,4,0.0,14.39,-999.0
2010,7,14,5,0.0,13.76,-999.0
2010,7,14,6,0.0,12.58,-999.0
2010,7,14,7,15.1,12.01,0.12
2010,7,14,8,74.02,12.09,0.2
2010,7,14,9,254.1,13.43,0.46
2010,7,14,10,507.2,14.57,0.73
2010,7,14,11,574.38,14.94,0.76
2010,7,14,12,543.3,15.16,0.72
2010,7,14,13,513.77,15.12,0.74
2010,7,14,14,398.06,14.86,0.72
2010,7,14,15,241.61,14.21,0.66
2010,7,14,16,67.6,12.87,0.52
2010,7,14,17,0.0,11.49,-999.0
2010,7,14,18,0.0,10.89,-999.0
2010,7,14,19,0.0,10.44,-999.0
2010,7,14,20,0.0,10.15,-999.0
2010,7,14,21,0.0,10.03,-999.0
2010,7,14,22,0.0,10.03,-999.0
2010,7,14,23,0.0,9.97,-999.0
2010,7,15,0,0.0,9.8,-999.0
2010,7,15,1,0.0,9.52,-999.0
2010,7,15,2,0.0,9.3,-999.0
2010,7,15,3,0.0,9.23,-999.0
2010,7,15,4,0.0,9.05,-999.0
2010,7,15,5,0.0,8.69,-999.0
2010,7,15,6,0.0,8.25,-999.0
2010,7,15,7,66.64,8.41,0.5
2010,7,15,8,237.73,9.76,0.65
2010,7,15,9,400.83,11.07,0.72
2010,7,15,10,511.81,12.37,0.74
2010,7,15,11,582.27,13.45,0.77
2010,7,15,12,577.34,14.25,0.76
2010,7,15,13,514.16,14.72,0.74
2010,7,15,14,397.65,14.81,0.71
2010,7,15,15,236.71,14.39,0.65
2010,7,15,16,65.02,12.52,0.48
2010,7,15,17,0.0,10.09,-999.0
2010,7,15,18,0.0,9.15,-999.0
2010,7,15,19,0.0,8.93,-999.0
2010,7,15,20,0.0,8.24,-999.0
2010,7,15,21,0.0,7.33,-999.0
2010,7,15,22,0.0,6.55,-999.0
2010,7,15,23,0.0,5.83,-999.0
2010,7,16,0,0.0,5.23,-999.0
2010,7,16,1,0.0,4.73,-999.0
2010,7,16,2,0.0,4.34,-999.0
2010,7,16,3,0.0,4.01,-999.0
2010,7,16,4,0.0,3.73,-999.0
2010,7,16,5,0.0,3.45,-999.0
2010,7,16,6,0.0,3.21,-999.0
2010,7,16,7,68.43,3.76,0.5
2010,7,16,8,247.33,5.89,0.67
2010,7,16,9,408.05,8.94,0.73
2010,7,16,10,527.23,11.69,0.76
2010,7,16,11,586.59,13.23,0.77
2010,7,16,12,570.09,14.01,0.74
2010,7,16,13,500.78,14.38,0.72
2010,7,16,14,392.25,14.34,0.7
2010,7,16,15,231.43,13.87,0.62
2010,7,16,16,66.25,12.27,0.48
2010,7,16,17,0.0,10.26,-999.0
2010,7,16,18,0.0,9.19,-999.0
2010,7,16,19,0.0,8.61,-999.0
2010,7,16,20,0.0,8.06,-999.0
2010,7,16,21,0.0,7.31,-999.0
2010,7,16,22,0.0,6.55,-999.0
2010,7,16,23,0.0,6.22,-999.0
2010,7,17,0,0.0,6.1,-999.0
2010,7,17,1,0.0,5.93,-999.0
2010,7,17,2,0.0,5.5,-999.0
2010,7,17,3,0.0,4.96,-999.0
2010,7,17,4,0.0,5.2,-999.0
2010,7,17,5,0.0,5.52,-999.0
2010,7,17,6,0.0,5.4,-999.0
2010,7,17,7,60.2,5.76,0.44
2010,7,17,8,224.64,6.98,0.6
2010,7,17,9,376.91,9.69,0.67
2010,7,17,10,486.33,12.26,0.7
2010,7,17,11,574.35,14.6,0.75
2010,7,17,12,567.73,15.72,0.74
2010,7,17,13,506.0,16.05,0.73
2010,7,17,14,399.27,15.94,0.71
2010,7,17,15,246.98,15.33,0.66
2010,7,17,16,72.8,13.48,0.52
2010,7,17,17,0.0,10.98,-999.0
2010,7,17,18,0.0,9.56,-999.0
2010,7,17,19,0.0,9.12,-999.0
2010,7,17,20,0.0,8.75,-999.0
2010,7,17,21,0.0,8.26,-999.0
2010,7,17,22,0.0,7.89,-999.0
2010,7,17,23,0.0,7.58,-999.0
2010,7,18,0,0.0,7.07,-999.0
2010,7,18,1,0.0,6.57,-999.0
2010,7,18,2,0.0,6.32,-999.0
2010,7,18,3,0.0,6.8,-999.0
2010,7,18,4,0.0,7.19,-999.0
2010,7,18,5,0.0,6.33,-999.0
2010,7,18,6,0.0,5.76,-999.0
2010,7,18,7,75.25,6.31,0.54
2010,7,18,8,253.79,8.04,0.68
2010,7,18,9,414.01,10.75,0.73
2010,7,18,10,544.46,13.19,0.77
2010,7,18,11,604.21,14.92,0.78
2010,7,18,12,602.48,15.92,0.78
2010,7,18,13,542.61,16.48,0.77
2010,7,18,14,418.77,16.64,0.74
2010,7,18,15,256.76,16.12,0.68
2010,7,18,16,77.23,14.15,0.54
2010,7,18,17,0.0,12.16,-999.0
2010,7,18,18,0.0,11.19,-999.0
2010,7,18,19,0.0,10.3,-999.0
2010,7,18,20,0.0,9.33,-999.0
2010,7,18,21,0.0,8.55,-999.0
2010,7,18,22,0.0,7.87,-999.0
2010,7,18,23,0.0,7.33,-999.0
2010,7,19,0,0.0,6.93,-999.0
2010,7,19,1,0.0,6.69,-999.0
2010,7,19,2,0.0,6.54,-999.0
2010,7,19,3,0.0,6.29,-999.0
2010,7,19,4,0.0,6.08,-999.0
2010,7,19,5,0.0,5.86,-999.0
2010,7,19,6,0.0,5.67,-999.0
2010,7,19,7,36.02,6.05,0.25
2010,7,19,8,106.75,7.64,0.28
2010,7,19,9,197.62,10.0,0.35
2010,7,19,10,257.29,12.71,0.37
2010,7,19,11,302.52,14.76,0.39
2010,7,19,12,326.72,15.84,0.42
2010,7,19,13,249.48,16.32,0.35
2010,7,19,14,118.24,16.44,0.21
2010,7,19,15,80.57,15.67,0.21
2010,7,19,16,39.57,14.16,0.27
2010,7,19,17,0.0,13.05,-999.0
2010,7,19,18,0.0,11.81,-999.0
2010,7,19,19,0.0,10.92,-999.0
2010,7,19,20,0.0,10.4,-999.0
2010,7,19,21,0.0,9.97,-999.0
2010,7,19,22,0.0,9.61,-999.0
2010,7,19,23,0.0,9.27,-999.0
2010,7,20,0,0.0,8.88,-999.0
2010,7,20,1,0.0,8.48,-999.0
2010,7,20,2,0.0,8.06,-999.0
2010,7,20,3,0.0,7.5,-999.0
2010,7,20,4,0.0,7.02,-999.0
2010,7,20,5,0.0,6.69,-999.0
2010,7,20,6,0.0,6.4,-999.0
2010,7,20,7,45.48,6.74,0.31
2010,7,20,8,174.3,8.1,0.46
2010,7,20,9,314.92,9.94,0.55
2010,7,20,10,451.4,11.73,0.64
2010,7,20,11,515.76,12.76,0.66
2010,7,20,12,498.44,13.26,0.64
2010,7,20,13,407.86,13.48,0.58
2010,7,20,14,276.04,13.35,0.48
2010,7,20,15,167.09,12.85,0.44
2010,7,20,16,52.83,11.51,0.35
2010,7,20,17,0.0,9.72,-999.0
2010,7,20,18,0.0,8.8,-999.0
2010,7,20,19,0.0,8.12,-999.0
2010,7,20,20,0.0,7.33,-999.0
2010,7,20,21,0.0,6.8,-999.0
2010,7,20,22,0.0,6.69,-999.0
2010,7,20,23,0.0,6.69,-999.0
2010,7,21,0,0.0,6.58,-999.0
2010,7,21,1,0.0,6.33,-999.0
2010,7,21,2,0.0,6.28,-999.0
2010,7,21,3,0.0,6.3,-999.0
2010,7,21,4,0.0,6.32,-999.0
2010,7,21,5,0.0,6.25,-999.0
2010,7,21,6,0.0,6.11,-999.0
2010,7,21,7,47.56,6.19,0.32
2010,7,21,8,210.76,6.64,0.55
2010,7,21,9,346.1,7.55,0.6
2010,7,21,10,353.03,8.64,0.5
2010,7,21,11,344.48,9.96,0.44
2010,7,21,12,348.28,11.12,0.45
2010,7,21,13,336.27,11.88,0.47
2010,7,21,14,239.07,12.23,0.41
2010,7,21,15,157.38,12.13,0.41
2010,7,21,16,42.55,11.1,0.28
2010,7,21,17,0.0,9.42,-999.0
2010,7,21,18,0.0,8.32,-999.0
2010,7,21,19,0.0,7.34,-999.0
2010,7,21,20,0.0,6.34,-999.0
2010,7,21,21,0.0,5.37,-999.0
2010,7,21,22,0.0,5.0,-999.0
2010,7,21,23,0.0,5.08,-999.0
2010,7,22,0,0.0,4.72,-999.0
2010,7,22,1,0.0,4.37,-999.0
2010,7,22,2,0.0,4.26,-999.0
2010,7,22,3,0.0,3.88,-999.0
2010,7,22,4,0.0,3.51,-999.0
2010,7,22,5,0.0,3.23,-999.0
2010,7,22,6,0.0,3.02,-999.0
2010,7,22,7,60.06,3.8,0.4
2010,7,22,8,225.45,5.23,0.59
2010,7,22,9,341.78,7.87,0.59
2010,7,22,10,478.57,10.67,0.67
2010,7,22,11,474.99,12.55,0.61
2010,7,22,12,452.63,13.46,0.58
2010,7,22,13,378.72,13.44,0.53
2010,7,22,14,267.79,12.83,0.46
2010,7,22,15,169.0,11.96,0.44
2010,7,22,16,67.83,10.91,0.44
2010,7,22,17,0.0,9.7,-999.0
2010,7,22,18,0.0,8.98,-999.0
2010,7,22,19,0.0,8.5,-999.0
2010,7,22,20,0.0,7.98,-999.0
2010,7,22,21,0.0,7.59,-999.0
2010,7,22,22,0.0,7.31,-999.0
2010,7,22,23,0.0,7.11,-999.0
2010,7,23,0,0.0,6.83,-999.0
2010,7,23,1,0.0,6.57,-999.0
2010,7,23,2,0.0,6.48,-999.0
2010,7,23,3,0.0,6.4,-999.0
2010,7,23,4,0.0,6.37,-999.0
2010,7,23,5,0.0,6.44,-999.0
2010,7,23,6,0.0,6.49,-999.0
2010,7,23,7,45.32,6.72,0.3
2010,7,23,8,150.49,7.76,0.39
2010,7,23,9,296.73,9.6,0.51
2010,7,23,10,406.66,11.76,0.57
2010,7,23,11,472.86,14.03,0.6
2010,7,23,12,394.75,15.4,0.5
2010,7,23,13,387.72,15.9,0.54
2010,7,23,14,289.97,15.92,0.5
2010,7,23,15,193.97,15.36,0.49
2010,7,23,16,71.95,13.9,0.45
2010,7,23,17,0.0,12.15,-999.0
2010,7,23,18,0.0,11.55,-999.0
2010,7,23,19,0.0,11.42,-999.0
2010,7,23,20,0.0,11.23,-999.0
2010,7,23,21,0.0,10.92,-999.0
2010,7,23,22,0.0,10.65,-999.0
2010,7,23,23,0.0,10.34,-999.0
2010,7,24,0,0.0,10.12,-999.0
2010,7,24,1,0.0,9.9,-999.0
2010,7,24,2,0.0,9.75,-999.0
2010,7,24,3,0.0,9.61,-999.0
2010,7,24,4,0.0,9.43,-999.0
2010,7,24,5,0.0,9.21,-999.0
2010,7,24,6,0.0,8.92,-999.0
2010,7,24,7,47.98,9.03,0.3
2010,7,24,8,159.6,9.99,0.41
2010,7,24,9,283.99,11.44,0.48
2010,7,24,10,437.38,13.05,0.61
2010,7,24,11,442.28,14.7,0.55
2010,7,24,12,371.42,15.83,0.47
2010,7,24,13,316.11,15.97,0.44
2010,7,24,14,291.35,15.8,0.49
2010,7,24,15,173.65,15.31,0.44
2010,7,24,16,54.67,14.03,0.34
2010,7,24,17,0.0,12.26,-999.0
2010,7,24,18,0.0,11.28,-999.0
2010,7,24,19,0.0,10.73,-999.0
2010,7,24,20,0.0,10.54,-999.0
2010,7,24,21,0.0,10.56,-999.0
2010,7,24,22,0.0,10.48,-999.0
2010,7,24,23,0.0,10.28,-999.0
2010,7,25,0,0.0,10.15,-999.0
2010,7,25,1,0.0,9.65,-999.0
2010,7,25,2,0.0,8.94,-999.0
2010,7,25,3,0.0,8.48,-999.0
2010,7,25,4,0.0,8.26,-999.0
2010,7,25,5,0.0,8.25,-999.0
2010,7,25,6,0.0,8.3,-999.0
2010,7,25,7,48.25,8.98,0.3
2010,7,25,8,148.54,10.39,0.38
2010,7,25,9,262.45,11.83,0.45
2010,7,25,10,389.21,12.72,0.54
2010,7,25,11,323.6,13.22,0.41
2010,7,25,12,340.95,14.06,0.43
2010,7,25,13,303.55,14.84,0.41
2010,7,25,14,220.43,15.01,0.38
2010,7,25,15,144.88,14.51,0.36
2010,7,25,16,50.45,13.33,0.3
2010,7,25,17,0.0,11.88,-999.0
2010,7,25,18,0.0,11.15,-999.0
2010,7,25,19,0.0,10.55,-999.0
2010,7,25,20,0.0,9.91,-999.0
2010,7,25,21,0.0,9.48,-999.0
2010,7,25,22,0.0,9.3,-999.0
2010,7,25,23,0.0,9.19,-999.0
2010,7,26,0,0.0,9.05,-999.0
2010,7,26,1,0.0,8.88,-999.0
2010,7,26,2,0.0,8.76,-999.0
2010,7,26,3,0.0,8.66,-999.0
2010,7,26,4,0.0,8.54,-999.0
2010,7,26,5,0.0,8.4,-999.0
2010,7,26,6,0.0,8.05,-999.0
2010,7,26,7,49.4,8.69,0.3
2010,7,26,8,163.02,10.27,0.41
2010,7,26,9,298.17,11.8,0.51
2010,7,26,10,353.3,13.26,0.48
2010,7,26,11,423.09,14.36,0.53
2010,7,26,12,392.74,15.09,0.49
2010,7,26,13,400.5,15.48,0.55
2010,7,26,14,314.46,15.48,0.53
2010,7,26,15,190.79,15.05,0.48
2010,7,26,16,73.29,13.65,0.43
2010,7,26,17,0.0,11.58,-999.0
2010,7,26,18,0.0,10.42,-999.0
2010,7,26,19,0.0,9.88,-999.0
2010,7,26,20,0.0,9.87,-999.0
2010,7,26,21,0.0,10.17,-999.0
2010,7,26,22,0.0,10.4,-999.0
2010,7,26,23,0.0,10.5,-999.0
2010,7,27,0,0.0,10.56,-999.0
2010,7,27,1,0.0,10.47,-999.0
2010,7,27,2,0.0,10.37,-999.0
2010,7,27,3,0.0,10.3,-999.0
2010,7,27,4,0.0,10.15,-999.0
2010,7,27,5,0.0,10.07,-999.0
2010,7,27,6,0.0,10.15,-999.0
2010,7,27,7,54.16,10.66,0.33
2010,7,27,8,176.62,11.83,0.44
2010,7,27,9,279.03,13.49,0.47
2010,7,27,10,346.49,15.24,0.48
2010,7,27,11,326.63,16.12,0.41
2010,7,27,12,301.09,16.3,0.38
2010,7,27,13,274.05,15.95,0.38
2010,7,27,14,216.59,15.52,0.36
2010,7,27,15,140.91,15.1,0.34
2010,7,27,16,54.93,14.09,0.32
2010,7,27,17,0.0,12.77,-999.0
2010,7,27,18,0.0,12.09,-999.0
2010,7,27,19,0.0,11.58,-999.0
2010,7,27,20,0.0,11.22,-999.0
2010,7,27,21,0.0,11.01,-999.0
2010,7,27,22,0.0,10.87,-999.0
2010,7,27,23,0.0,10.81,-999.0
2010,7,28,0,0.0,10.84,-999.0
2010,7,28,1,0.0,10.98,-999.0
2010,7,28,2,0.0,11.09,-999.0
2010,7,28,3,0.0,11.21,-999.0
2010,7,28,4,0.0,10.92,-999.0
2010,7,28,5,0.0,10.48,-999.0
